x,y
-7.866550676124376418e-01,-3.240663139433654916e-01
-7.879420794901973446e-01,-3.225150816007171239e-01
-7.892267908165806478e-01,-3.209619315725034117e-01
-7.905085263446234300e-01,-3.194063420725119506e-01
-7.917924514795989799e-01,-3.178525441259183459e-01
-7.930716940573224738e-01,-3.162949120411460147e-01
-7.943509987919505910e-01,-3.147373263197880688e-01
-7.956273629918336754e-01,-3.131773381634972986e-01
-7.969019115209639015e-01,-3.116158628168729794e-01
-7.981754292390238481e-01,-3.100535494460704422e-01
-7.994450786516272833e-01,-3.084880754451651552e-01
-8.007159162786261497e-01,-3.069235754030266716e-01
-8.019830178230398232e-01,-3.053560257615726692e-01
-8.032500134375694101e-01,-3.037883959257218769e-01
-8.045173055300035569e-01,-3.022210044866805445e-01
-8.057777023902710223e-01,-3.006480882907767715e-01
-8.070422195609222582e-01,-2.990784722771845927e-01
-8.082973618113865610e-01,-2.975013524383501307e-01
-8.095591476711156975e-01,-2.959295502291260926e-01
-8.108102381325568153e-01,-2.943491924026928608e-01
-8.120680491737001239e-01,-2.927742108139482768e-01
-8.133189835983477556e-01,-2.911937294734985859e-01
