x,y
-1.120796483029679713e+00,3.528369840997982454e-01
-1.121161431373818296e+00,3.548192986114081515e-01
-1.121525042172770048e+00,3.568018585089180461e-01
-1.121887305949595515e+00,3.587846653137416464e-01
-1.122247037793651314e+00,3.607679331228512143e-01
-1.122600626297984183e+00,3.627522885029699218e-01
-1.122943347812441761e+00,3.647385663350127261e-01
-1.123284045300888323e+00,3.667251924758967996e-01
-1.123622891187273876e+00,3.687121347873414390e-01
-1.123960185469257134e+00,3.706993412189101278e-01
-1.124295038761176091e+00,3.726869607688162445e-01
-1.124627659327005702e+00,3.746749546681547027e-01
-1.124958582284177888e+00,3.766632318533439938e-01
-1.125287087824101917e+00,3.786519103875767844e-01
-1.125604780928000759e+00,3.806423321230606449e-01
-1.125916829144330666e+00,3.826336588050777698e-01
-1.126226792071003402e+00,3.846253116830578578e-01
-1.126533824255916194e+00,3.866174181210134675e-01
-1.126838984692822176e+00,3.886098117279652708e-01
-1.127142051827507485e+00,3.906025255845319011e-01
-1.127441711538726077e+00,3.925957545035531071e-01
-1.127739366354865602e+00,3.945892830991890587e-01
-1.128035026257292239e+00,3.965831093850340494e-01
-1.128326591097665865e+00,3.985775347709542560e-01
-1.128605292874963473e+00,4.005738018821711766e-01
-1.128882664477643960e+00,4.025702541887050123e-01
-1.129156585579194516e+00,4.045671831890461090e-01
-1.129427963904581667e+00,4.065644584256613570e-01
-1.129697183181102238e+00,4.085620261097248629e-01
-1.129963110012808469e+00,4.105600353996073926e-01
-1.130226012780540135e+00,4.125584439870829123e-01
-1.130486636931736344e+00,4.145571509751117545e-01
-1.130744172584219776e+00,4.165562591737787534e-01
-1.130998167504531970e+00,4.185558196019832367e-01
-1.131248753596007184e+00,4.205558050977543649e-01
-1.131488720425376959e+00,4.225570982104895901e-01
-1.131725057673506063e+00,4.245588228416565801e-01
-1.131959030404855682e+00,4.265608243646585862e-01
-1.132190581343000435e+00,4.285631086514975485e-01
-1.132417660061426412e+00,4.305659050398923382e-01
-1.132642239692106090e+00,4.325689819049970963e-01
-1.132864310760919313e+00,4.345723393041777127e-01
-1.133082134399156837e+00,4.365761634144486036e-01
-1.133296944677616436e+00,4.385803114821396065e-01
-1.133509145089175663e+00,4.405847380027305138e-01
-1.133717404480395263e+00,4.425895787017005700e-01
-1.133922084552295928e+00,4.445947867934723630e-01
-1.134124376967913461e+00,4.466002374024664601e-01
-1.134315936586767881e+00,4.486067426017377180e-01
-1.134503761889414930e+00,4.506136000749115800e-01
-1.134688957553833033e+00,4.526207012313975819e-01
-1.134871088190994470e+00,4.546280842624320639e-01
-1.135048604070136857e+00,4.566358802167024278e-01
-1.135223346621409002e+00,4.586439182705635553e-01
-1.135395307417378152e+00,4.606521978888912794e-01
-1.135562279448786516e+00,4.626608985990532386e-01
-1.135726263767170785e+00,4.646698437787084024e-01
-1.135887384079734996e+00,4.666790215646121620e-01
-1.136043921397400736e+00,4.686885623754581953e-01
-1.136196858373490715e+00,4.706983788570182070e-01
-1.136346853627226317e+00,4.727084172898551317e-01
-1.136492709623912578e+00,4.747187615963132656e-01
-1.136634326390190575e+00,4.767294077178140799e-01
-1.136772928335777477e+00,4.787402635036724363e-01
-1.136907870698375067e+00,4.807513698561695636e-01
-1.137038173848789135e+00,4.827627811841724292e-01
-1.137160805009054476e+00,4.847746744096524396e-01
-1.137280793800182765e+00,4.867867283086028118e-01
-1.137395393880532790e+00,4.887990962519273008e-01
-1.137506957576770894e+00,4.908116330194018939e-01
-1.137615478586896822e+00,4.928243373457785181e-01
-1.137718996655983306e+00,4.948373058531453927e-01
-1.137818883481440446e+00,4.968504560495735078e-01
-1.137915668986244633e+00,4.988637582158956807e-01
-1.138007973429029152e+00,5.008772720827762148e-01
-1.138095979706816863e+00,5.028909769226782567e-01
-1.138180830644671016e+00,5.049048169124653596e-01
-1.138261750834812069e+00,5.069188204191915625e-01
-1.138337688917448576e+00,5.089330169758985445e-01
-1.138410422271561417e+00,5.109473307257597074e-01
-1.138479801120069856e+00,5.129617648343016700e-01
-1.138543499368386280e+00,5.149763863650433926e-01
-1.138603948131853505e+00,5.169911060945167058e-01
-1.138661143059057634e+00,5.190059222771385983e-01
-1.138712944703527796e+00,5.210208850043147599e-01
-1.138760957802695373e+00,5.230359395576236192e-01
-1.138805677586915088e+00,5.250510705176582027e-01
-1.138845603643618087e+00,5.270663035345259928e-01
-1.138881045820137494e+00,5.290816187315119379e-01
-1.138913159801286712e+00,5.310969894779744571e-01
-1.138941099565629944e+00,5.331124243124077955e-01
-1.138963851217873691e+00,5.351279233059164087e-01
-1.138983244348849677e+00,5.371434562894242815e-01
-1.138999099975952278e+00,5.391590224137098319e-01
-1.139009056960748278e+00,5.411746260507354078e-01
-1.139015629595702572e+00,5.431902415256419925e-01
-1.139018815730499012e+00,5.452058667992697449e-01
-1.139016389276414243e+00,5.472214938269210904e-01
-1.139010056920989111e+00,5.492371102137063588e-01
-1.139000317330397749e+00,5.512527137139447975e-01
-1.138985616889188757e+00,5.532682885945450213e-01
-1.138966309914319686e+00,5.552838228399525899e-01
-1.138943579303222542e+00,5.572993211589678531e-01
-1.138916550160742114e+00,5.593147684114991858e-01
-1.138884213481868191e+00,5.613301363440211800e-01
-1.138848441001573120e+00,5.633454450629302723e-01
-1.138809040142814144e+00,5.653606884166240132e-01
-1.138763632866559128e+00,5.673758050950808984e-01
-1.138714781750437943e+00,5.693908391300681604e-01
-1.138662486854244538e+00,5.714057884191492409e-01
-1.138604472588232053e+00,5.734205818445943237e-01
-1.138542519757876459e+00,5.754352557833457560e-01
-1.138477119732754561e+00,5.774498215233526688e-01
-1.138406675310072114e+00,5.794642186504331827e-01
-1.138331610954449902e+00,5.814784470770256730e-01
-1.138253099844934946e+00,5.834925439261565705e-01
-1.138170220637942265e+00,5.855064677676476981e-01
-1.138082047768155025e+00,5.875201655742274820e-01
-1.137990432301253074e+00,5.895337085912700781e-01
-1.137895123859507640e+00,5.915470825017025147e-01
-1.137793857841853606e+00,5.935601651854878202e-01
-1.137689156952856440e+00,5.955730701218795442e-01
-1.137581023246042156e+00,5.975857953678821444e-01
-1.137467102700352006e+00,5.995982019648569139e-01
-1.137349347040706116e+00,6.016103855404062450e-01
-1.137228170224432233e+00,6.036223668796342201e-01
-1.137101876374374765e+00,6.056340348606179536e-01
-1.136969259638947793e+00,6.076452919146890785e-01
-1.136831657995249323e+00,6.096562159329527164e-01
-1.136689335159758674e+00,6.116668134592556649e-01
-1.136541805847027131e+00,6.136770342624476848e-01
-1.136390818155941895e+00,6.156869973496665871e-01
-1.136235947355155096e+00,6.176966672821038173e-01
-1.136075254583427618e+00,6.197058794476388854e-01
-1.135911127485854655e+00,6.217148121822527740e-01
-1.135743570113613155e+00,6.237234638444256740e-01
-1.135570000540119029e+00,6.257316052252642757e-01
-1.135392820421720073e+00,6.277394289226505553e-01
-1.135212237215892817e+00,6.297469506513959647e-01
-1.135026294951630321e+00,6.317539842028442321e-01
-1.134836157135717727e+00,6.337606225649529135e-01
-1.134642645939508698e+00,6.357669388122969556e-01
-1.134444413781153793e+00,6.377727957896688338e-01
-1.134241325331899031e+00,6.397781652112032313e-01
-1.134032862501803463e+00,6.417829779421945213e-01
-1.133817040676697196e+00,6.437870186458943822e-01
-1.133595828217212054e+00,6.457904704174616262e-01
-1.133371255050717785e+00,6.477935469977523786e-01
-1.133143121310472790e+00,6.497962235065375403e-01
-1.132909078574834361e+00,6.517982177547899658e-01
-1.132671714655719697e+00,6.537998189108694680e-01
-1.132431035370608408e+00,6.558010259673612286e-01
-1.132184644711499821e+00,6.578015383630695379e-01
-1.131934628892145467e+00,6.598015987248360137e-01
-1.131681339188784774e+00,6.618012481906100364e-01
-1.131422925395944024e+00,6.638002430665281839e-01
-1.131158458377220510e+00,6.657984413572429760e-01
-1.130886827604478784e+00,6.677956809980266639e-01
-1.130609855943226272e+00,6.697921891751054124e-01
-1.130328260146592267e+00,6.717880487898287845e-01
-1.130043438647484688e+00,6.737834502884817445e-01
-1.129754535771348989e+00,6.757782669042231571e-01
-1.129460582542783031e+00,6.777723444488963356e-01
-1.129163452398915801e+00,6.797659500897471618e-01
-1.128862760424663270e+00,6.817590237308599477e-01
-1.128556619721137855e+00,6.837512671620747939e-01
-1.128245456619480613e+00,6.857427261620407943e-01
-1.127926191849353721e+00,6.877329090292886304e-01
-1.127600477068463558e+00,6.897220465518817401e-01
-1.127271608161951821e+00,6.917106628797313750e-01
-1.126939641347774357e+00,6.936987659279318930e-01
-1.126602384022854508e+00,6.956859789761644652e-01
-1.126261615290629736e+00,6.976725908969947376e-01
-1.125917802777494314e+00,6.996586792534802424e-01
-1.125569164373052100e+00,7.016439272141202776e-01
-1.125212289475185035e+00,7.036277020356764833e-01
-1.124848857595158735e+00,7.056102935027578349e-01
-1.124480601353491371e+00,7.075919961905368094e-01
-1.124108181270382589e+00,7.095729190376257600e-01
-1.123732809556251988e+00,7.115532846416001700e-01
-1.123353411670646729e+00,7.135328844614320376e-01
-1.122969589861212425e+00,7.155116300383707051e-01
-1.122582111011033446e+00,7.174896604915753651e-01
-1.122185753925672547e+00,7.194659332306506672e-01
-1.121781911221156447e+00,7.214406896447719264e-01
-1.121374988944221940e+00,7.234148135665818824e-01
-1.120964737563680202e+00,7.253882501647632708e-01
-1.120549617504524864e+00,7.273606677292386857e-01
-1.120131710976889794e+00,7.293324955863030867e-01
-1.119710788159989034e+00,7.313036835997839269e-01
-1.119278077702084095e+00,7.332723143039214797e-01
-1.118840217798479086e+00,7.352398068884405946e-01
-1.118399144844541837e+00,7.372065841639811046e-01
-1.117952904403675118e+00,7.391721954025658459e-01
-1.117503995820799734e+00,7.411371972681908282e-01
-1.117052369082106145e+00,7.431015775676982349e-01
-1.116593400107303680e+00,7.450642548529958775e-01
-1.116125239017853099e+00,7.470247565666368050e-01
-1.115653186327538737e+00,7.489843286917485798e-01
-1.115176438886028132e+00,7.509427643121584506e-01
-1.114696839040792309e+00,7.529005017375565156e-01
-1.114214581600260212e+00,7.548575869659308601e-01
-1.113726420426296215e+00,7.568132085942949061e-01
-1.113227653694733421e+00,7.587661478813586546e-01
-1.112724997702823293e+00,7.607180937835265055e-01
-1.112218050795853452e+00,7.626689302799536385e-01
-1.111708182395385380e+00,7.646190037895852498e-01
-1.111195634959729395e+00,7.665683749111824596e-01
-1.110675221150447811e+00,7.685156601942018106e-01
-1.110145890641451416e+00,7.704605388486595041e-01
-1.109613136562151103e+00,7.724044855481014826e-01
-1.109076378547797281e+00,7.743473311508977108e-01
-1.108536764621607773e+00,7.762893841445898113e-01
-1.107994309237765762e+00,7.782306442086756038e-01
-1.107438869751414146e+00,7.801682304284057734e-01
-1.106879174475567940e+00,7.821045909182553491e-01
-1.106316920004776216e+00,7.840402112046134242e-01
-1.105750835453767955e+00,7.859747154003667857e-01
-1.105180740049033217e+00,7.879080385990090418e-01
-1.104603040202186470e+00,7.898391010723242456e-01
-1.104016509109634558e+00,7.917675044221835767e-01
-1.103427470699221313e+00,7.936951421924667294e-01
-1.102836332727397117e+00,7.956221377932394256e-01
-1.102240816118730482e+00,7.975477852612568030e-01
-1.101635199122497966e+00,7.994702670585989157e-01
-1.101023821914083545e+00,8.013909375430231519e-01
-1.100408703636073682e+00,8.033104134366817473e-01
-1.099791443486058728e+00,8.052292005189042312e-01
-1.099172036519203921e+00,8.071472953579377219e-01
-1.098536609298430111e+00,8.090601441364293489e-01
-1.097899250839126539e+00,8.109723492292066904e-01
-1.097259991072157437e+00,8.128839206122872030e-01
-1.096617055078578318e+00,8.147942585966095885e-01
-1.095966497276298357e+00,8.167019948202700608e-01
-1.095306988842406515e+00,8.186066750632255973e-01
-1.094644162284593047e+00,8.205102028921545942e-01
-1.093979329357883445e+00,8.224130297880946072e-01
-1.093311408962261311e+00,8.243147757063655767e-01
-1.092629455623695289e+00,8.262115326097710932e-01
-1.091945157530392896e+00,8.281074470287775879e-01
-1.091258608813332698e+00,8.300025483615248723e-01
-1.090567438649324261e+00,8.318959674290065109e-01
-1.089867755329387622e+00,8.337862523267128845e-01
-1.089161298302055103e+00,8.356740226175083386e-01
-1.088452591980737960e+00,8.375609490166251447e-01
-1.087741620127000708e+00,8.394470208269951828e-01
-1.087019328508597171e+00,8.413287867064010994e-01
-1.086291959552576181e+00,8.432085966929081522e-01
-1.085562386891739228e+00,8.450875540597712066e-01
-1.084829263159107438e+00,8.469651290369505370e-01
-1.084086611407036216e+00,8.488389410568060178e-01
-1.083337716968768127e+00,8.507102815716800492e-01
-1.082586157940880867e+00,8.525805534615499282e-01
-1.081831488201727698e+00,8.544495683096504646e-01
-1.081066886837640961e+00,8.563145444708089027e-01
-1.080296723954728755e+00,8.581772315346501978e-01
-1.079524565946087256e+00,8.600390924426798422e-01
-1.078748996366102553e+00,8.618995351103128089e-01
-1.077961188205058818e+00,8.637548248203639201e-01
-1.077170686810048794e+00,8.656089728493314706e-01
-1.076378181850438542e+00,8.674622656193144987e-01
-1.075577902584981205e+00,8.693121986335320406e-01
-1.074769695267117298e+00,8.711586977843169821e-01
-1.073958349457920125e+00,8.730038200513160485e-01
-1.073144109271301661e+00,8.748476631833430606e-01
-1.072320637889186523e+00,8.766874034803164850e-01
-1.071491448778921107e+00,8.785245750416602606e-01
-1.070660150695598833e+00,8.803607928583554454e-01
-1.069823200509568917e+00,8.821944399373110590e-01
-1.068976973475142866e+00,8.840238239119178054e-01
-1.068128227756452997e+00,8.858520437497277022e-01
-1.067276104524617741e+00,8.876786921012295162e-01
-1.066414476331041250e+00,8.895008666482504545e-01
-1.065547762464629455e+00,8.913206373140343253e-01
-1.064678685129859081e+00,8.931392801759959754e-01
-1.063803568661622290e+00,8.949550106165061747e-01
-1.062918848427571339e+00,8.967660954598359879e-01
-1.062032698555299248e+00,8.985764808791174563e-01
-1.061143919498332977e+00,9.003855711919804827e-01
-1.060241447472549225e+00,9.021878759511584578e-01
-1.059338086516322663e+00,9.039897349803908133e-01
-1.058433625429656244e+00,9.057910423791942778e-01
-1.057515301476058545e+00,9.075853171803863750e-01
-1.056594881406993647e+00,9.093785221436924138e-01
-1.055672668295388528e+00,9.111708059323436748e-01
-1.054740206605661701e+00,9.129577667337205327e-01
-1.053803058153602201e+00,9.147422865517893520e-01
-1.052863118900098760e+00,9.165253378347389956e-01
-1.051916011894094449e+00,9.183045817019195312e-01
-1.050961967548911913e+00,9.200801260099285006e-01
-1.050005207123946516e+00,9.218542069360434743e-01
-1.049042617653622500e+00,9.236251289246645291e-01
-1.048071989440199303e+00,9.253916619907532892e-01
-1.047099249308226065e+00,9.271570303756526688e-01
-1.046118827063585277e+00,9.289181431116446674e-01
-1.045133085025377939e+00,9.306762859177519775e-01
-1.044145645719311677e+00,9.324334759715052767e-01
-1.043146824839635833e+00,9.341842197349374821e-01
-1.042145129353251098e+00,9.359333230543634974e-01
-1.041141991360741592e+00,9.376816000262029327e-01
-1.040127035224388985e+00,9.394230279579569576e-01
-1.039108349791580954e+00,9.411622914228475745e-01
-1.038086908931056929e+00,9.428999383290773695e-01
-1.037057017938321613e+00,9.446325854680626133e-01
-1.036023139237123525e+00,9.463628608893428495e-01
-1.034984238614510943e+00,9.480901199723018591e-01
-1.033938090212973115e+00,9.498130046019235273e-01
-1.032889043402460905e+00,9.515341260362308873e-01
-1.031834834090587627e+00,9.532520700306704731e-01
-1.030770643203788639e+00,9.549638690722439538e-01
-1.029704390519013968e+00,9.566743836028980263e-01
-1.028633058104004627e+00,9.583817184517166021e-01
-1.027554762607729932e+00,9.600846672674461235e-01
-1.026474552021272357e+00,9.617863990521292594e-01
-1.025383051921331834e+00,9.634809142576021834e-01
-1.024289342678526005e+00,9.651740043589539519e-01
-1.023192323881502164e+00,9.668649501607646801e-01
-1.022086117924320581e+00,9.685499005325857169e-01
-1.020978281253254405e+00,9.702337810421844955e-01
-1.019860653837539433e+00,9.719111762830449086e-01
-1.018739616898517664e+00,9.735862971977429225e-01
-1.017615816882038171e+00,9.752595664731283920e-01
-1.016482842014066579e+00,9.769266339052008474e-01
-1.015347342105086037e+00,9.785919861679318599e-01
-1.014203768037897024e+00,9.802517949465533453e-01
-1.013055622234730668e+00,9.819084536298186006e-01
-1.011903746152175820e+00,9.835625212501762915e-01
-1.010744925004224415e+00,9.852117271124481990e-01
-1.009582438117899938e+00,9.868583547089015973e-01
-1.008413379627805417e+00,9.885003045927772680e-01
-1.007237444005718130e+00,9.901373548714748063e-01
-1.006058309749727542e+00,9.917721012103077882e-01
-1.004872635318727614e+00,9.934021110803629151e-01
-1.003682488382270144e+00,9.950288586554292269e-01
-1.002488215286107653e+00,9.966525701536848025e-01
-1.001286079790277839e+00,9.982704788198164536e-01
-1.000081094357119671e+00,9.998862586740319136e-01
-9.988670870494884557e-01,1.001495278394015420e+00
-9.976504747778568438e-01,1.003102326868847483e+00
-9.964280815274968450e-01,1.004704981671649344e+00
-9.952004337450144345e-01,1.006303616336377882e+00
-9.939699125586385353e-01,1.007900038996022651e+00
-9.927304681063255920e-01,1.009489546025161388e+00
-9.914899640841092765e-01,1.011078225074026227e+00
-9.902380791246430114e-01,1.012657953108878628e+00
-9.889847615826194982e-01,1.014236542999467972e+00
-9.877244157245469447e-01,1.015809526062383172e+00
-9.864601545999767129e-01,1.017379364389238372e+00
-9.851911713256132908e-01,1.018945387762255184e+00
-9.839159520307667606e-01,1.020506337345603809e+00
-9.826381628707447913e-01,1.022065186464997888e+00
-9.813519608675155270e-01,1.023617099150354814e+00
-9.800641114617812955e-01,1.025167648121019015e+00
-9.787664878955115721e-01,1.026710013328054449e+00
-9.774663878831841846e-01,1.028250304910913515e+00
-9.761587885236957529e-01,1.029784228952528524e+00
-9.748484316582358700e-01,1.031315804167260097e+00
-9.735312192234361062e-01,1.032841484296946444e+00
-9.722101687153822391e-01,1.034363844095409268e+00
-9.708836837678431753e-01,1.035881470805164906e+00
-9.695519777767346303e-01,1.037394517357818513e+00
-9.682158751015350617e-01,1.038903685288700585e+00
-9.668737912200384699e-01,1.040407532427608750e+00
-9.655274021928320627e-01,1.041907530690839856e+00
-9.641755604350387143e-01,1.043402608381008401e+00
-9.628188923114952003e-01,1.044893316201086053e+00
-9.614572559026700604e-01,1.046379475667138514e+00
-9.600903209642585034e-01,1.047860774784949767e+00
-9.587188406815368991e-01,1.049337852030484131e+00
-9.573415872714593489e-01,1.050809562343931525e+00
-9.559600400791909980e-01,1.052277225175251019e+00
-9.545720733863441998e-01,1.053738836156950853e+00
-9.531804717874113875e-01,1.055196973397454441e+00
-9.517824565119982205e-01,1.056648975977338534e+00
-9.503811980118189728e-01,1.058097837449099687e+00
-9.489731648350624438e-01,1.059540127563962431e+00
-9.475622809177852712e-01,1.060979619331325452e+00
-9.461442652964401345e-01,1.062412096172289822e+00
-9.447238004964475522e-01,1.063842136079502732e+00
-9.432958426171568211e-01,1.065264702245714012e+00
-9.418658542607343254e-01,1.066685220325254146e+00
-9.404279989842759813e-01,1.068097781972135119e+00
-9.389885568898199697e-01,1.069508720819495995e+00
-9.375408536854117347e-01,1.070911187801005360e+00
-9.360920398237060347e-01,1.072312502913622678e+00
-9.346345426935809275e-01,1.073704788917989372e+00
-9.331764436403626739e-01,1.075096441382927814e+00
-9.317089152139987895e-01,1.076478149933995043e+00
-9.302412170219188647e-01,1.077859677620035761e+00
-9.287637033041111767e-01,1.079230702735175296e+00
-9.272857976499415678e-01,1.080601305160517667e+00
-9.257992816100339972e-01,1.081962561499405728e+00
-9.243114886363568150e-01,1.083322424429771447e+00
-9.228161464232994549e-01,1.084673976893872016e+00
-9.213185030809535325e-01,1.086022983360701577e+00
-9.198145164785700434e-01,1.087364908513408945e+00
-9.183070681349709830e-01,1.088702949048404145e+00
-9.167946241099955706e-01,1.090035335096361413e+00
-9.152774242906682733e-01,1.091362307901651008e+00
-9.137567145291689563e-01,1.092685254639945480e+00
-9.122298246414282108e-01,1.094001065736145861e+00
-9.107008436149570674e-01,1.095314448857313883e+00
-9.091645341162541971e-01,1.096619247809189401e+00
-9.076263093211922595e-01,1.097921792504059635e+00
-9.060811972565077088e-01,1.099216141722778595e+00
-9.045327654045934862e-01,1.100506535849491652e+00
-9.029787629964324269e-01,1.101790198891608563e+00
-9.014205710608580446e-01,1.103068790340895333e+00
-8.998585343197992303e-01,1.104342674046246309e+00
-8.982912847269342027e-01,1.105610146695238161e+00
-8.967209786454330978e-01,1.106873830478609433e+00
-8.951449830367390614e-01,1.108130406686165914e+00
-8.935657692406023811e-01,1.109382940912592153e+00
-8.919820759496239759e-01,1.110629788519420291e+00
-8.903931383623832074e-01,1.111869964130425270e+00
-8.888010096597432907e-01,1.113106023247677934e+00
-8.872021624678463336e-01,1.114333396809085164e+00
-8.856015096902173367e-01,1.115558412684541700e+00
-8.839949090344451088e-01,1.116775614752509638e+00
-8.823851786403369424e-01,1.117988678334315367e+00
-8.807723058527838766e-01,1.119197551833074344e+00
-8.791529263191357746e-01,1.120397705210055772e+00
-8.775324383640115133e-01,1.121596355450027893e+00
-8.759029633884809485e-01,1.122782765794890780e+00
-8.742723837575664403e-01,1.123967655504038543e+00
-8.726371105154532293e-01,1.125146051205686337e+00
-8.709977766252289255e-01,1.126318799468477128e+00
-8.693570883141408245e-01,1.127489650672110155e+00
-8.677074167721903208e-01,1.128647811180713445e+00
-8.660568519172235913e-01,1.129804699614920693e+00
-8.644002920221937059e-01,1.130952978255820529e+00
-8.627405110859484028e-01,1.132096604818504382e+00
-8.610791268521009734e-01,1.133237901656310553e+00
-8.594101058268861504e-01,1.134367997572913511e+00
-8.577396304971570684e-01,1.135495947206117018e+00
-8.560635674779596416e-01,1.136615560333026131e+00
-8.543836579459171965e-01,1.137729409770675160e+00
-8.527019089749295899e-01,1.138840480695890944e+00
-8.510142169861598660e-01,1.139942487737234611e+00
-8.493233391263685927e-01,1.141039615927349704e+00
-8.476292232202891075e-01,1.142131723801372178e+00
-8.459295260428173480e-01,1.143215138637515116e+00
-8.442279865916063608e-01,1.144295657584536441e+00
-8.425227432235972147e-01,1.145370294594709737e+00
-8.408114504959116609e-01,1.146435299478476999e+00
-8.390987605284543349e-01,1.147498053196988055e+00
-8.373810289181203848e-01,1.148552632411922403e+00
-8.356599768420512886e-01,1.149601791805181294e+00
-8.339378639492557310e-01,1.150649205463009750e+00
-8.322070020304378479e-01,1.151682100486351334e+00
-8.304751946633595061e-01,1.152713409793155286e+00
-8.287417953934054227e-01,1.153742036483536459e+00
-8.270008630002753103e-01,1.154757862464253604e+00
-8.252587975384052532e-01,1.155771747710127473e+00
-8.235131391862484662e-01,1.156779425906852454e+00
-8.217626267910413951e-01,1.157778654223433845e+00
-8.200106564027082046e-01,1.158775327670798605e+00
-8.182539909573990355e-01,1.159763680763055360e+00
-8.164931715874911289e-01,1.160744635366003585e+00
-8.147309272911289479e-01,1.161723028560081028e+00
-8.129646084324424482e-01,1.162694003652810615e+00
-8.111929622987785748e-01,1.163655267497627044e+00
-8.094202424447848321e-01,1.164614549308204738e+00
-8.076447881981200227e-01,1.165568728679540200e+00
-8.058626995906319479e-01,1.166510492130380605e+00
-8.040797352951654098e-01,1.167450595241751321e+00
-8.022949539801083052e-01,1.168387235744870578e+00
-8.005029762658686376e-01,1.169310041043237103e+00
-7.987101710453896608e-01,1.170231238163011112e+00
-7.969156836074590133e-01,1.171149151481873041e+00
-7.951145299449610127e-01,1.172053910340556726e+00
-7.933120632024895924e-01,1.172956058081419561e+00
-7.915078173351681734e-01,1.173854643109411455e+00
-7.896980763691383576e-01,1.174742086630649940e+00
-7.878857317029788199e-01,1.175624223248937117e+00
-7.860718504880794821e-01,1.176503194842063227e+00
-7.842543527313911023e-01,1.177374631325285970e+00
-7.824320793343991776e-01,1.178236070742130437e+00
-7.806088428320608896e-01,1.179095468300187743e+00
-7.787841169178112422e-01,1.179951683770628090e+00
-7.769520339031990019e-01,1.180792058704718706e+00
-7.751193359588863796e-01,1.181631090271612949e+00
-7.732859402109738545e-01,1.182468597426098667e+00
-7.714461504270735404e-01,1.183291935835967701e+00
-7.696042094835381375e-01,1.184110475995402867e+00
-7.677610613599770151e-01,1.184926296562006209e+00
-7.659150205497712305e-01,1.185735531448971480e+00
-7.640644383202360723e-01,1.186534342234188300e+00
-7.622117132207961721e-01,1.187328173392674602e+00
-7.603576546765967725e-01,1.188118879718658816e+00
-7.585008611239121290e-01,1.188903133041855797e+00
-7.566387564317514913e-01,1.189674705668191557e+00
-7.547759619687428589e-01,1.190444608803749471e+00
-7.529122896510676011e-01,1.191212387218794522e+00
-7.510428483529872912e-01,1.191965980074724207e+00
-7.491712578569654779e-01,1.192714245690019270e+00
-7.472983701763272757e-01,1.193459262426738610e+00
-7.454235465756683388e-01,1.194199388249248539e+00
-7.435448507025946840e-01,1.194929611510925360e+00
-7.416629954227248467e-01,1.195651677233629417e+00
-7.397800124230007324e-01,1.196370793537590460e+00
-7.378960589435639150e-01,1.197087360249034838e+00
-7.360068248726872042e-01,1.197789882414518337e+00
-7.341154841900662253e-01,1.198486717020888381e+00
-7.322231311111884189e-01,1.199180804139620360e+00
-7.303290530588595342e-01,1.199870170902645805e+00
-7.284314945940751906e-01,1.200549830796942441e+00
-7.265307747668999783e-01,1.201220667841880196e+00
-7.246283422127324236e-01,1.201886631674449646e+00
-7.227249337174246335e-01,1.202549793991704918e+00
-7.208198607951844528e-01,1.203208159052616244e+00
-7.189095143310598734e-01,1.203851063842524161e+00
-7.169981924748852764e-01,1.204491063393680728e+00
-7.150857805415856694e-01,1.205127804156983062e+00
-7.131715548445567432e-01,1.205759067240863569e+00
-7.112543800994751697e-01,1.206381269719679183e+00
-7.093341536399325742e-01,1.206994040921964384e+00
-7.074124365438739792e-01,1.207602117104451089e+00
-7.054898390070656333e-01,1.208207401257208602e+00
-7.035659914385948843e-01,1.208808707115792247e+00
-7.016375881083420918e-01,1.209395191371877676e+00
-6.997075888087377349e-01,1.209976442523272411e+00
-6.977763240753784846e-01,1.210553482150993343e+00
-6.958436475956830680e-01,1.211125769752844361e+00
-6.939098429957556435e-01,1.211694223757576516e+00
-6.919724624935741364e-01,1.212250374541652409e+00
-6.900328563064707099e-01,1.212798712754545871e+00
-6.880922702489274956e-01,1.213343575429621346e+00
-6.861503984203113360e-01,1.213883845735585387e+00
-6.842070766941514837e-01,1.214418869369876086e+00
-6.822617796293446446e-01,1.214946613640013773e+00
-6.803132929253734584e-01,1.215462518443950923e+00
-6.783634486612220016e-01,1.215973260706623149e+00
-6.764127254411614887e-01,1.216480633639814624e+00
-6.744607713324223264e-01,1.216983260101170305e+00
-6.725072525372803867e-01,1.217479760279133627e+00
-6.705514496233918598e-01,1.217967145447376165e+00
-6.685933724687230795e-01,1.218445363032417683e+00
-6.666339179046703034e-01,1.218917897246026394e+00
-6.646736025360437949e-01,1.219386843166034406e+00
-6.627121761809139366e-01,1.219851132790816139e+00
-6.607492954758957815e-01,1.220309227172811317e+00
-6.587846144511551039e-01,1.220759470308035999e+00
-6.568175891382315168e-01,1.221199435784631637e+00
-6.548491442395678597e-01,1.221632999447256784e+00
-6.528798700435807234e-01,1.222062771319366137e+00
-6.509096557161851981e-01,1.222488228375251618e+00
-6.489379705471656212e-01,1.222906811851395936e+00
-6.469653351851455403e-01,1.223320874347740395e+00
-6.449908986144582412e-01,1.223726274207143971e+00
-6.430141685589170208e-01,1.224120348707979034e+00
-6.410366464939485365e-01,1.224510412674957083e+00
-6.390583387579611419e-01,1.224896488702363673e+00
-6.370786076694426869e-01,1.225275201019870863e+00
-6.350980544693182184e-01,1.225649569949961437e+00
-6.331167178596014411e-01,1.226019782256098756e+00
-6.311339640499902259e-01,1.226382336435153819e+00
-6.291491174369939765e-01,1.226733217747455029e+00
-6.271633939765690613e-01,1.227079125404403781e+00
