branch_id,mode,s,arclength_total,x,y,F,curvature,gradient_norm,radius,Q,sphere_hemisphere,sphere_phi,sphere_theta,sphere_X,sphere_Y,sphere_Z,torus_u,torus_v,torus_X,torus_Y,torus_Z,sphere_display_X,sphere_display_Y,sphere_display_Z,torus_display_X,torus_display_Y,torus_display_Z
0,arclength_radius,0.0,7.254246928884205,-0.0014558689717925066,-0.9939254057570626,3.0513137839696385e-07,34.287480868095194,0.0029928460053023766,0.9939264720107843,0.32556219311496565,north,0.0,0.5788356777767822,0.2735248267482399,0.0,0.41855007962291124,0.0,2.0455675883531153,0.7714324901074838,0.0,0.44469865462078306,0.2926715646206167,0.0,0.44784858519651505,0.7508614142171574,0.0,0.48472153353665354
0,arclength_radius,0.0002778549597110308,7.254246928884205,-0.0018527614261948486,-0.9919544711905868,-7.630725801232209e-07,52.05520209216725,0.003932909717948757,0.9919562014725746,0.32247632442155333,north,0.0034916284007666496,0.57429699343754,0.2716206935889426,0.0009484023821135988,0.419787207221925,0.0034916284007666496,2.0261785035187816,0.7800924566590285,0.002723804045960916,0.4490465051578569,0.2906341421401686,0.0010147905488615506,0.44917231172745975,0.7603013263738837,0.0026547004925491957,0.489460690622064
0,arclength_radius,0.0005557099194220616,7.254246928884205,-0.0025186185740080757,-0.9900520010959508,-1.5954464725818735e-06,57.63276183790077,0.005427225258588847,0.9900552046798289,0.3194989533574043,north,0.006983256801533299,0.5699178870128843,0.26977487991766635,0.0018839378891276524,0.4209726415617036,0.006983256801533299,2.0074711293944985,0.788516454291369,0.005506502402645765,0.45308149576253853,0.288659121511903,0.0020158135413665883,0.45044072647102285,0.7694851296330742,0.005373599614902914,0.493858830381167
0,arclength_radius,0.0008335648791330925,7.254246928884205,-0.003445848068864173,-0.9882732901469222,-1.194877809839283e-06,17.665554515745473,0.007415859464673722,0.9882792975099379,0.31671749962722145,north,0.010474885202299949,0.5658269350833813,0.2680423205003501,0.002807815231526585,0.42207277878869803,0.010474885202299949,1.989994740184414,0.7964421027723729,0.008342944737304682,0.4567077511240972,0.2868052829353746,0.003004362297733446,0.4516178733039069,0.7781268295216398,0.00815108733543253,0.49781144872526595
0,arclength_radius,0.0011114198388441233,7.254246928884205,-0.004440612169817427,-0.9865277860255067,-1.9397301611331916e-07,6.730200859994198,0.009562891984585074,0.9865377801365899,0.3139899077370583,north,0.013966513603066598,0.5618152029503338,0.2663356526733129,0.003720022399388163,0.4231447524765355,0.013966513603066598,1.9728567748961587,0.8042638960004304,0.011233493068277384,0.4601283315648903,0.2849791483604448,0.003980423967345334,0.452764885149893,0.7866564243553835,0.01098756208510365,0.5015398814057305
0,arclength_radius,0.0013892747985551543,7.254246928884205,-0.005301481923242016,-0.984705243441665,-1.058152719698191e-06,14.927619495182022,0.011554685265619277,0.9847195144669831,0.31114211145866294,north,0.01745814200383325,0.5576266746446097,0.264546625616465,0.004618961832261486,0.42425670067370064,0.01745814200383325,1.9549635431619041,0.8124825753032812,0.014185877426930988,0.463555435379378,0.2830648894096176,0.00494228916051979,0.4539546697208597,0.7956197221347241,0.013891453428941627,0.505275424563522
0,arclength_radius,0.001667129758266185,7.254246928884205,-0.006270685745403124,-0.9829443906917116,-1.2057374815930866e-06,17.98498240379048,0.0137741789181927,0.9829643923825612,0.3083932116561234,north,0.020949770404599898,0.5535836029123073,0.26281180409938026,0.00550665258927816,0.4253229742246355,0.020949770404599898,1.9376916963116788,0.820460338987012,0.017190970799676953,0.46672276643670213,0.28120863038633687,0.0058921182705276316,0.45509558242035997,0.8043215189531028,0.01685281675278333,0.5087278154160053
0,arclength_radius,0.0019449847179772157,7.254246928884205,-0.007367535266641073,-0.981256541422531,2.974973110344897e-07,2.0369081119198205,0.016236292851623563,0.98128419974053,0.30576166752429235,north,0.024441398805366547,0.5497131374694115,0.26114330447163203,0.006383978925219846,0.42633721318073897,0.024441398805366547,1.9211572168873634,0.82813418448648,0.020244789318694237,0.4696244516279482,0.2794233357846463,0.006830857449985236,0.45618081810339073,0.8126931419409456,0.019867313471118666,0.5118906522744635
0,arclength_radius,0.0022228396776882466,7.254246928884205,-0.008354627053725356,-0.9795028423851797,-8.566141704991734e-07,10.388742784827684,0.018602262940723,0.9795384719518948,0.3030274812155105,north,0.027933027206133196,0.5456917062896823,0.25940349846011324,0.007247810122215183,0.4273842465920876,0.027933027206133196,1.9039778176449336,0.8361480857598361,0.02336222370020516,0.47250330873815,0.27756174335232114,0.007755156830770245,0.45730114385353376,0.821436522625695,0.022951178294764604,0.5150286065245835
0,arclength_radius,0.002500694637399278,7.254246928884205,-0.009408853659431402,-0.9777850323886056,-1.5468963304893381e-06,15.977705324815332,0.021125903689915255,0.9778303002517211,0.3003521158429316,north,0.03142465560689985,0.5417567887268591,0.25769371541152236,0.008100602907135214,0.4284020649692835,0.03142465560689985,1.8871680012446088,0.8440229071282541,0.02653186324025557,0.47518525862622735,0.2757322754903289,0.00866764511063468,0.4583902095171334,0.8300294030171155,0.02609197738621883,0.5179519319025878
0,arclength_radius,0.0027785495971103086,7.254246928884205,-0.0105815079776901,-0.9761506090793148,2.042597674178898e-07,5.507261813925472,0.023855157364235532,0.976207959359582,0.297811180031323,north,0.0349162840076665,0.5380195896685235,0.2560620167668987,0.008944369229776148,0.4293625994754898,0.0349162840076665,1.8712028306866233,0.8515264031942228,0.02974422624346422,0.4776081400411685,0.2739863579405816,0.00957047507586048,0.4594179814387741,0.8382186355182333,0.029279379526949888,0.5205928726448736
0,arclength_radius,0.003056404556821339,7.254246928884205,-0.011666944775536972,-0.974454883687582,-1.325000395974098e-06,8.316054148094903,0.026539139765647705,0.9745247241311913,0.2951748705529001,north,0.038407912408433144,0.5341421153713645,0.2543636903947206,0.009774385099148953,0.430352848723826,0.038407912408433144,1.8546384097066182,0.8593427456133956,0.03302180006411662,0.47999328312917316,0.2721691487223511,0.010458592056089379,0.4604775481344938,0.8467499671066538,0.0325378997621428,0.5231926786107988
0,arclength_radius,0.00333425951653237,7.254246928884205,-0.012882907010736772,-0.9728473408281703,5.224217797877243e-07,4.488536813225642,0.02943319387456535,0.9729326378786403,0.29268132003347586,north,0.041899540809199796,0.5304746104267178,0.2527493685418966,0.010596284052410636,0.4312835209765766,0.041899540809199796,1.8389709697202619,0.8667527362215097,0.03633780867264495,0.48212808530155726,0.2704418243398294,0.01133802393607938,0.46147336744493694,0.8548394716429053,0.03583835604811549,0.5255196129786974
0,arclength_radius,0.003612114476243401,7.254246928884205,-0.014038142358202256,-0.9711981770504257,-5.735533292788224e-07,6.551920140738506,0.032318255646563133,0.9712996286146408,0.29012367525013205,north,0.04539116920996645,0.5267128358741296,0.25108832510756435,0.011405026541188199,0.4322320885407201,0.04539116920996645,1.8229008135965714,0.8743772242530339,0.03971628487841584,0.48419480906890705,0.2686645078650939,0.012203378399071372,0.4624883347385705,0.863163874638766,0.039206947975110755,0.5277723418851087
0,arclength_radius,0.0038899694359544315,7.254246928884205,-0.015245320696216211,-0.9695840275336498,-6.520047753768915e-07,7.768982710163636,0.0353181635470077,0.969703875547326,0.2876243817077752,north,0.048882797610733095,0.523036884112449,0.24945831356477352,0.012203942356749346,0.43315310640046467,0.048882797610733095,1.8071972891329062,0.8818427497888361,0.04314130859120828,0.48609359140569286,0.2669203955143077,0.0130582183217218,0.4634738238484972,0.8713161046152247,0.04262632647226058,0.5298420146322053
0,arclength_radius,0.004167824395665463,7.254246928884205,-0.016494959613087293,-0.9680045421512942,3.5969265798762185e-07,5.712994272648115,0.038412837531990325,0.9681450703888204,0.28518295656108816,north,0.05237442601149975,0.519446044974557,0.24785932639612215,0.012993372747266101,0.43404714788040155,0.05237442601149975,1.7918573625226633,0.8891466231804208,0.046611171223359345,0.4878326753080185,0.2652094792438507,0.013902908839574728,0.46443044823202967,0.8792932296749003,0.046094633005878245,0.5317376160857401
0,arclength_radius,0.004445679355376493,7.254246928884205,-0.017709191073001233,-0.9663956915789806,-1.3961899747031489e-06,6.454261996708567,0.04153589848588109,0.9665579383311051,0.28269716537950523,north,0.05586605441226639,0.5157899524355056,0.24622635406457102,0.013770023363372576,0.4349516858464175,0.05586605441226639,1.776238675893825,0.8965989150456772,0.05014161889639069,0.48948542049246124,0.263462198849091,0.014733924998808656,0.4653983038556668,0.8874332265974108,0.049629034674634614,0.5335391083367828
