Geo,Percentage
Winston-Salem,55.1948051948052
Charlotte,16.883116883116884
Fayetteville,6.493506493506493
Laurinburg,5.844155844155844
Huntersville,5.194805194805195
Sanford,3.896103896103896
Raleigh,2.5974025974025974
Greensboro,1.2987012987012987
Lexington,1.2987012987012987
High Point,0.6493506493506493
Concord,0.6493506493506493
