"s","A1","A2","A3","A4","B1","B2","B3","B4"
1.6807520696705394,-0.4372194870161813,0,0,0.8993548355200562,0.05158947793171517,0.2350653930333239,0,-0.9706094924143397
1.6859880574265222,-0.43621632333807286,0,0,0.899841830130948,0.05394233457996324,0.23466013533766497,0,-0.9705796440392577
1.6912240451825054,-0.4351608983199576,0,0,0.9003527045404859,0.05628428962726208,0.2342507517811841,0,-0.9705455496941422
1.6964600329384885,-0.4340524065592568,0,0,0.9008876224924602,0.05861517766399302,0.23383733107755292,0,-0.9705072712463032
1.7016960206944711,-0.43288999730189853,0,0,0.9014467539660689,0.060934837930624035,0.23341996305191862,0,-0.970464871273149
1.7069320084504542,-0.43167277308609237,0,0,0.902030274977599,0.06324311434682936,0.23299873851043656,0,-0.9704184130261849
1.7121679962064373,-0.4303997883040282,0,0,0.9026383673586271,0.06553985553211268,0.23257374911081666,0,-0.9703679603951116
1.7174039839624202,-0.4290700476781631,0,0,0.9032712185082943,0.06782491481811471,0.2321450872342014,0,-0.9703135778720919
1.7226399717184033,-0.42768250464857277,0,0,0.903929021116992,0.0700981502528024,0.23171284585867857,0,-0.9702553305162552
1.7278759594743864,-0.4262360596676453,0,0,0.9046119728585287,0.07235942459676094,0.23127711843471288,0,-0.970193283918499
1.733111947230369,-0.4247295583981928,0,0,0.9053202760475854,0.07460860531183115,0.23083799876276404,0,-0.9701275041666563
1.7383479349863522,-0.4231617898108461,0,0,0.9060541372589617,0.07684556454234996,0.2303955808733382,0,-0.9700580578110801
1.7435839227423353,-0.42153148417639014,0,0,0.9068137669047873,0.07907017908926554,0.22994995890970488,0,-0.969985011830707
1.7488199104983182,-0.41983731094847554,0,0,0.9075993787655173,0.08128233037741787,0.22950122701348627,0,-0.9699084335996468
1.7540558982543013,-0.4180778765319259,0,0,0.9084111894701407,0.08348190441628069,0.2290494792133104,0,-0.9698283908543521
1.7592918860102844,-0.4162517219316352,0,0,0.9092494179205993,0.08566879175447276,0.2285948093167002,0,-0.9697449516614098
1.764527873766267,-0.4143573202768283,0,0,0.910114284654958,0.0878428874283554,0.2281373108053479,0,-0.9696581843859996
1.7697638615222502,-0.41239307421523125,0,0,0.9110060111433462,0.09000409090503689,0.22767707673390788,0,-0.9695681576610589
1.7749998492782328,-0.41035731317147867,0,0,0.9119248190101447,0.0921523060201067,0.22721419963242137,0,-0.9694749403571888
1.780235837034216,-0.408248290463863,0,0,0.9128709291752768,0.09428744091043119,0.22674877141246708,0,-0.9693786015533347
1.785471824790199,-0.4060641802733273,0,0,0.9138445609068048,0.09640940794233344,0.2262808832771152,0,-0.969279210508271
1.790707812546182,-0.4038030744583878,0,0,0.9148459307762995,0.09851812363548836,0.22581062563474386,0,-0.9691768366329171
1.795943800302165,-0.4014629792094974,0,0,0.9158752515076684,0.10061350858285534,0.22533808801676022,0,-0.969071549463505
1.8011797880581482,-0.39904181153617857,0,0,0.9169327307092516,0.10269548736696926,0.22486335899925497,0,-0.9689634186356226
1.8064157758141308,-0.39653739558010925,0,0,0.9180185694780602,0.10476398847290687,0.22438652612859933,0,-0.9688525138591466
1.811651763570114,-0.3939474587472208,0,0,0.9191329608639911,0.10681894419823863,0.22390767585098412,0,-0.9687389048940815
1.816887751326097,-0.391269627651785,0,0,0.9202760881807337,0.1088602905602663,0.2234268934458829,0,-0.9686226615273134
1.82212373908208,-0.38850142386541764,0,0,0.9214481231488527,0.11088796720084557,0.22294426296341271,0,-0.9685038535502917
1.827359726838063,-0.3856402594639364,0,0,0.9226492238551918,0.11290191728907718,0.22245986716554897,0,-0.9683825507376392
1.8325957145940461,-0.38268343236508967,0,0,0.923879532511287,0.11490208742214422,0.22197378747114682,0,-0.9682588228267006
1.8378317023500288,-0.3796281214503108,0,0,0.9251391729918844,0.1168884275245633,0.22148610390470388,0,-0.9681327394980244
1.843067690106012,-0.3764713814638996,0,0,0.9264282481329372,0.11886089074610691,0.2209968950487981,0,-0.9680043703567834
1.848303677861995,-0.373210137683381,0,0,0.9277468367665567,0.12081943335864041,0.22050623800011918,0,-0.9678737849151262
1.853539665617978,-0.3698411803552616,0,0,0.9290949904683734,0.12276401465211187,0.22001420832901017,0,-0.9677410525754578
1.858775653373961,-0.36636115889103577,0,0,0.9304727299905233,0.12469459682991596,0.21952088004242568,0,-0.9676062426146411
1.864011641129944,-0.36276657581909794,0,0,0.9318800413510778,0.12661114490384406,0.21902632555020993,0,-0.9674694241691111
1.8692476288859268,-0.3590537804892252,0,0,0.9333168715481336,0.12851362658882176,0.21853061563459164,0,-0.9673306662208923
1.8744836166419099,-0.35521896252755175,0,0,0.9347831238639527,0.13040201219762282,0.21803381942278927,0,-0.9671900375845078
1.879719604397893,-0.3512581450414969,0,0,0.9362786527215105,0.13227627453573415,0.21753600436261641,0,-0.9670476068947665
1.8849555921538759,-0.34716717757595933,0,0,0.9378032580525312,0.13413638879654124,0.2170372362009744,0,-0.9669034425954153
1.890191579909859,-0.34294172882435336,0,0,0.9393566791325666,0.13598233245698635,0.21653757896511766,0,-0.9667576129286405
