s,A_x,A_y,A_z,B_x,B_y,B_z
0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.008726646259971648,0.025497997617253115,0.0,0.0,-0.3660698493119959,0.18304189433046233,0.0
0.017453292519943295,0.04965028391338951,0.0,0.0,-0.37741065487889774,0.18873407255285266,0.0
0.026179938779914945,0.07249246548756232,0.0,0.0,-0.37988444093451285,0.19000733123413138,0.0
0.03490658503988659,0.09406886996519526,0.0,0.0,-0.3800598021346931,0.1901457327101478,0.0
0.04363323129985824,0.11442992902838918,0.0,0.0,-0.3793073115065266,0.18983433597726887,0.0
0.05235987755982989,0.1336300164901204,0.0,0.0,-0.3780917268661129,0.18930529976716232,0.0
0.061086523819801536,0.15172570036635857,0.0,0.0,-0.3766140834861211,0.18865892867455317,0.0
0.06981317007977318,0.16877435947232763,0.0,0.0,-0.37497543803954586,0.18794554492109067,0.0
0.07853981633974483,0.18483311274045863,0.0,0.0,-0.37323209053161116,0.18719309911784743,0.0
0.08726646259971647,0.19995801109508862,0.0,0.0,-0.37141784673334954,0.18641830128428544,0.0
0.09599310885968812,0.21420344570219155,0.0,0.0,-0.3695541950502011,0.18563170909051482,0.0
0.10471975511965978,0.2276217315787681,0.0,0.0,-0.36765541701111104,0.18484028291552468,0.0
0.11344640137963143,0.24026283110766788,0.0,0.0,-0.36573134849678984,0.18404876628059258,0.0
0.12217304763960307,0.2521741874583397,0.0,0.0,-0.3637889619788935,0.1832604767936053,0.0
0.1308996938995747,0.2634006429700391,0.0,0.0,-0.3618333180627324,0.18247778175044074,0.0
0.13962634015954636,0.2739844220639596,0.0,0.0,-0.35986816136926203,0.18170239591113016,0.0
0.14835298641951802,0.2839651621628421,0.0,0.0,-0.35789630675795386,0.1809355744514416,0.0
0.15707963267948966,0.29337997941849836,0.0,0.0,-0.3559198971890332,0.18017824173897382,0.0
0.16580627893946132,0.3022635588210971,0.0,0.0,-0.35394058038577214,0.179431079513945,0.0
0.17453292519943295,0.3106482605476601,0.0,0.0,-0.35195963264200253,0.17869458864711005,0.0
0.1832595714594046,0.31856423626557945,0.0,0.0,-0.349978047348463,0.1779691332614575,0.0
0.19198621771937624,0.3260395506038729,0.0,0.0,-0.3479965994362536,0.17725497281667693,0.0
0.2007128639793479,0.33310030419956566,0.0,0.0,-0.3460158930494319,0.17655228581226493,0.0
0.20943951023931956,0.33977075567182335,0.0,0.0,-0.344036397326756,0.17586118754912863,0.0
0.2181661564992912,0.34607344061808637,0.0,0.0,-0.34205847361427816,0.17518174361039762,0.0
0.22689280275926285,0.35202928630336044,0.0,0.0,-0.3400823964105233,0.17451398021217035,0.0
0.23561944901923448,0.3576577211585482,0.0,0.0,-0.33810836966536384,0.17385789223461656,0.0
0.24434609527920614,0.36297677854312216,0.0,0.0,-0.3361365395914428,0.17321344951272627,0.0
0.2530727415391778,0.368003194483488,0.0,0.0,-0.3341670048279343,0.17258060180646942,0.0
0.2617993877991494,0.37275249928888016,0.0,0.0,-0.33219982457292757,0.17195928275838007,0.0
0.27052603405912107,0.3772391030858717,0.0,0.0,-0.33023502514198855,0.1713494130672174,0.0
0.2792526803190927,0.38147637541203844,0.0,0.0,-0.32827260529629165,0.17075090304927526,0.0
0.2879793265790644,0.38547671907808523,0.0,0.0,-0.32631254060063647,0.1701636547173771,0.0
0.29670597283903605,0.3892516385530413,0.0,0.0,-0.32435478701054504,0.16958756347703585,0.0
0.30543261909900765,0.39281180315461917,0.0,0.0,-0.3223992838421977,0.16902251951654174,0.0
0.3141592653589793,0.39616710534097516,0.0,0.0,-0.3204459562448831,0.16846840895070161,0.0
0.32288591161895097,0.39932671440435485,0.0,0.0,-0.3184947172698196,0.16792511476504693,0.0
0.33161255787892263,0.40229912586415456,0.0,0.0,-0.31654546960949986,0.16739251759747698,0.0
0.34033920413889424,0.40509220684885505,0.0,0.0,-0.314598107066542,0.1668704963867214,0.0
0.3490658503988659,0.40771323774466256,0.0,0.0,-0.31265251579926817,0.16635892891112755,0.0
0.35779249665883756,0.4101689503747511,0.0,0.0,-0.3107085753820526,0.16585769223668884,0.0
0.3665191429188092,0.4124655629576317,0.0,0.0,-0.3087661597112568,0.16536666308962197,0.0
0.3752457891787809,0.4146088120770656,0.0,0.0,-0.30682513778186055,0.16488571816594735,0.0
0.3839724354387525,0.4166039818795922,0.0,0.0,-0.3048853743553566,0.1644147343882566,0.0
0.39269908169872414,0.4184559306994938,0.0,0.0,-0.302946730535832,0.16395358911803307,0.0
0.4014257279586958,0.42016911529516066,0.0,0.0,-0.30100906426823876,0.1635021603304295,0.0
0.41015237421866746,0.4217476128654627,0.0,0.0,-0.2990722307704844,0.1630603267572237,0.0
0.4188790204786391,0.42319514100004746,0.0,0.0,-0.29713608290904986,0.16262796800271326,0.0
0.4276056667386107,0.42451507570347174,0.0,0.0,-0.2952004715262706,0.16220496463652312,0.0
0.4363323129985824,0.42571046761980186,0.0,0.0,-0.293265245726126,0.1617911982666583,0.0
0.44505895925855404,0.4267840565717505,0.0,0.0,-0.2913302531243206,0.16138655159560247,0.0
0.4537856055185257,0.42773828451656454,0.0,0.0,-0.28939534006756273,0.16099090846182373,0.0
0.4625122517784973,0.4285753070096749,0.0,0.0,-0.28746035182621327,0.1606041538686868,0.0
0.47123889803846897,0.429297003256547,0.0,0.0,-0.2855251327638725,0.16022617400246417,0.0
0.4799655442984406,0.4299049848231567,0.0,0.0,-0.28358952648696095,0.1598568562408871,0.0
0.4886921905584123,0.430400603066023,0.0,0.0,-0.281653375976926,0.15949608915346306,0.0
0.49741883681838395,0.43078495533368094,0.0,0.0,-0.27971652370734196,0.1591437624946057,0.0
0.5061454830783556,0.4310588899828354,0.0,0.0,-0.2777788117478738,0.1587997671904743,0.0
0.5148721293383273,0.43122301024411436,0.0,0.0,-0.27584008185680914,0.15846399532028604,0.0
0.5235987755982988,0.43127767696430447,0.0,0.0,-0.2739001755636539,0.15813634009276134,0.0
0.5323254218582705,0.43122301024411436,0.0,0.0,-0.27195893424309153,0.1578166958182632,0.0
0.5410520681182421,0.4310588899828354,0.0,0.0,-0.2700161991814537,0.15750495787711533,0.0
0.5497787143782138,0.43078495533368094,0.0,0.0,-0.2680718116367116,0.15720102268451447,0.0
0.5585053606381855,0.430400603066023,0.0,0.0,-0.2661256128928797,0.1569047876523926,0.0
0.5672320068981571,0.4299049848231567,0.0,0.0,-0.26417744430962586,0.1566161511485356,0.0
0.5759586531581288,0.429297003256547,0.0,0.0,-0.2622271473677937,0.15633501245321985,0.0
0.5846852994181004,0.42857530700967483,0.0,0.0,-0.2602745637114701,0.15606127171359038,0.0
0.5934119456780721,0.4277382845165645,0.0,0.0,-0.25831953518716694,0.15579482989597343,0.0
0.6021385919380436,0.4267840565717505,0.0,0.0,-0.2563619038806291,0.15553558873628343,0.0
0.6108652381980153,0.42571046761980186,0.0,0.0,-0.2544015121517365,0.15528345068866434,0.0
0.619591884457987,0.4245150757034717,0.0,0.0,-0.25243820266792355,0.15503831887248049,0.0
0.6283185307179586,0.4231951410000475,0.0,0.0,-0.2504718184365065,0.1548000970177536,0.0
0.6370451769779303,0.4217476128654627,0.0,0.0,-0.248502202836277,0.15456868940912688,0.0
0.6457718232379019,0.42016911529516066,0.0,0.0,-0.24652919964869457,0.15434400082842287,0.0
0.6544984694978736,0.4184559306994938,0.0,0.0,-0.244552653088989,0.15412593649584636,0.0
0.6632251157578453,0.4166039818795922,0.0,0.0,-0.24257240783746253,0.15391440200987716,0.0
0.6719517620178169,0.41460881207706557,0.0,0.0,-0.24058830907126763,0.1537093032858833,0.0
0.6806784082777885,0.41246556295763176,0.0,0.0,-0.2386002024969205,0.15351054649347962,0.0
0.6894050545377601,0.4101689503747511,0.0,0.0,-0.23660793438380065,0.15331803799264887,0.0
0.6981317007977318,0.40771323774466256,0.0,0.0,-0.23461135159887514,0.15313168426863488,0.0
0.7068583470577035,0.4050922068488551,0.0,0.0,-0.23261030164288146,0.15295139186561374,0.0
0.7155849933176751,0.40229912586415456,0.0,0.0,-0.230604632688193,0.1527770673191429,0.0
0.7243116395776468,0.3993267144043548,0.0,0.0,-0.228594193618591,0.15260861708738532,0.0
0.7330382858376184,0.39616710534097516,0.0,0.0,-0.22657883407115842,0.15244594748110155,0.0
0.7417649320975901,0.39281180315461917,0.0,0.0,-0.22455840448051345,0.15228896459240104,0.0
0.7504915783575618,0.38925163855304123,0.0,0.0,-0.2225327561255967,0.1521375742222425,0.0
0.7592182246175333,0.38547671907808523,0.0,0.0,-0.22050174117922616,0.15199168180667008,0.0
0.767944870877505,0.3814763754120385,0.0,0.0,-0.21846521276063505,0.1518511923417736,0.0
0.7766715171374766,0.3772391030858718,0.0,0.0,-0.2164230249912104,0.15171601030736034,0.0
0.7853981633974483,0.37275249928888016,0.0,0.0,-0.21437503305364877,0.15158603958932532,0.0
0.7941248096574199,0.36800319448348795,0.0,0.0,-0.2123210932547534,0.15146118340071038,0.0
0.8028514559173916,0.362976778543122,0.0,0.0,-0.21026106309209583,0.151341344201442,0.0
0.8115781021773633,0.3576577211585482,0.0,0.0,-0.20819480132477208,0.1512264236167416,0.0
0.8203047484373349,0.35202928630336044,0.0,0.0,-0.20612216804848707,0.15111632235420477,0.0
0.8290313946973066,0.34607344061808637,0.0,0.0,-0.20404302477520475,0.15101094011954935,0.0
0.8377580409572782,0.33977075567182335,0.0,0.0,-0.20195723451760914,0.15091017553103708,0.0
0.8464846872172498,0.33310030419956566,0.0,0.0,-0.19986466187862437,0.15081392603257898,0.0
0.8552113334772214,0.326039550603873,0.0,0.0,-0.19776517314624922,0.1507220878055401,0.0
0.8639379797371931,0.3185642362655795,0.0,0.0,-0.19565863639396813,0.15063455567926665,0.0
0.8726646259971648,0.3106482605476601,0.0,0.0,-0.19354492158700473,0.1505512230403667,0.0
0.8813912722571364,0.3022635588210972,0.0,0.0,-0.19142390069469223,0.15047198174078402,0.0
0.8901179185171081,0.29337997941849847,0.0,0.0,-0.18929544780924074,0.15039672200471407,0.0
0.8988445647770797,0.2839651621628422,0.0,0.0,-0.18715943927118617,0.15032533233442355,0.0
0.9075712110370514,0.2739844220639595,0.0,0.0,-0.18501575380181307,0.15025769941504605,0.0
0.9162978572970231,0.263400642970039,0.0,0.0,-0.18286427264284869,0.15019370801844042,0.0
0.9250245035569946,0.2521741874583399,0.0,0.0,-0.1807048797037296,0.15013324090621327,0.0
0.9337511498169663,0.24026283110766797,0.0,0.0,-0.17853746171674836,0.15007617873202278,0.0
0.9424777960769379,0.2276217315787682,0.0,0.0,-0.17636190840039045,0.15002239994330058,0.0
0.9512044423369096,0.21420344570219155,0.0,0.0,-0.17417811263117466,0.14997178068254607,0.0
0.9599310885968813,0.1999580110950885,0.0,0.0,-0.17198597062431178,0.14992419468837034,0.0
0.9686577348568529,0.1848331127404587,0.0,0.0,-0.169785382123499,0.14987951319648962,0.0
0.9773843811168246,0.1687743594723276,0.0,0.0,-0.16757625060016273,0.14983760484089295,0.0
0.9861110273767962,0.1517257003663585,0.0,0.0,-0.16535848346246407,0.1497983355554371,0.0
0.9948376736367679,0.13363001649012052,0.0,0.0,-0.16313199227437378,0.14976156847614935,0.0
